order_item_id,order_id,product_id,quantity,unit_price
242,76,29,4,424.51
243,77,40,3,290.79
244,77,61,3,494.81
245,78,43,3,117.81
246,78,90,4,28.32
247,78,35,3,192.37
248,78,33,2,270.43
249,78,16,2,274.75
250,79,96,2,193.9
251,80,95,4,36.45
252,80,36,3,278.26
253,81,38,2,311.17
254,81,47,2,55.0
255,82,91,2,59.28
256,83,7,3,446.63
257,84,82,4,135.06
258,84,14,1,103.42
259,85,61,4,494.81
260,85,57,3,89.71
261,85,24,1,81.96
262,86,15,1,326.69
263,86,52,4,108.71
264,86,10,1,19.75
265,86,20,2,8.22
266,87,11,2,113.23
267,87,16,4,274.75
268,87,78,2,232.13
269,88,49,4,319.66
270,88,57,3,89.71
271,88,76,4,200.84
272,88,40,1,290.79
273,88,79,1,136.12
274,89,81,2,282.88
275,89,34,1,486.69
276,90,23,1,173.42
277,90,21,1,403.88
278,91,89,4,50.0
279,91,38,1,311.17
280,91,30,3,303.84
281,91,91,3,59.28
282,92,10,2,19.75
283,92,34,2,486.69
284,92,55,1,325.78
285,92,70,2,137.53
286,93,35,2,192.37
287,93,10,1,19.75
288,94,77,3,457.7
289,94,57,1,89.71
290,94,60,3,192.83
291,95,35,4,192.37
292,95,57,1,89.71
293,95,77,1,457.7
294,95,56,3,306.52
295,96,4,1,115.49
296,96,30,1,303.84
297,96,87,3,498.78
298,97,23,4,173.42
299,98,36,2,278.26
300,98,75,4,329.44
301,98,82,4,135.06
302,98,12,4,255.15
303,99,43,3,117.81
304,99,86,1,113.56
305,99,21,3,403.88
306,99,53,4,137.15
307,100,71,1,109.44
308,100,59,1,85.88
309,100,41,3,353.76
310,100,42,1,27.68
311,101,66,1,389.12
312,101,85,4,202.7
313,101,53,1,137.15
314,101,25,3,478.82
315,102,81,4,282.88
316,102,7,2,446.63
317,102,35,2,192.37
318,102,37,4,415.56
319,103,16,1,274.75
320,103,81,2,282.88
321,103,91,2,59.28
322,103,40,1,290.79
323,104,12,2,255.15
324,104,15,4,326.69
325,104,16,2,274.75
326,104,64,3,343.88
327,105,54,4,468.64
328,105,61,2,494.81
329,105,59,2,85.88
330,106,77,2,457.7
331,106,9,3,213.85
332,107,44,3,148.25
333,107,1,3,321.52
334,107,93,3,397.08
335,107,76,4,200.84
336,108,69,4,161.15
337,108,45,3,44.5
338,108,71,4,109.44
339,108,59,3,85.88
340,109,74,4,160.77
341,109,30,4,303.84
342,110,96,4,193.9
343,110,91,4,59.28
344,110,50,2,185.59
345,111,17,3,114.12
346,112,13,4,18.14
347,112,2,2,17.38
348,112,53,2,137.15
349,112,10,4,19.75
350,113,80,4,127.08
351,113,84,1,449.42
352,113,43,4,117.81
353,114,70,1,137.53
354,114,80,1,127.08
355,114,31,3,404.53
356,114,30,1,303.84
357,115,82,1,135.06
358,116,89,3,50.0
359,116,4,1,115.49
360,117,38,3,311.17
361,118,19,2,405.67
362,118,68,4,20.89
363,118,73,2,438.8
364,118,22,2,350.58
365,119,49,2,319.66
366,119,64,2,343.88
367,119,30,4,303.84
368,119,82,3,135.06
369,119,59,3,85.88
370,120,60,3,192.83
371,121,21,1,403.88
372,121,57,3,89.71
373,121,76,3,200.84
374,121,82,4,135.06
375,121,89,3,50.0
376,122,26,4,171.61
377,122,62,1,321.8
378,122,31,4,404.53
379,123,74,3,160.77
380,123,90,3,28.32
381,123,3,4,141.14
382,124,73,1,438.8
383,125,37,2,415.56
384,125,78,3,232.13
385,125,29,2,424.51
386,125,80,3,127.08
387,126,81,1,282.88
388,126,81,1,282.88
389,127,5,3,369.55
390,127,94,2,213.97
391,127,12,3,255.15
392,127,42,4,27.68
393,128,17,3,114.12
394,128,68,3,20.89
395,129,62,3,321.8
396,129,96,3,193.9
397,129,15,4,326.69
398,130,29,4,424.51
399,130,72,3,471.74
400,131,2,3,17.38
401,131,69,1,161.15
402,131,59,3,85.88
403,131,87,3,498.78
404,132,82,3,135.06
405,132,14,2,103.42
406,132,61,1,494.81
407,132,80,3,127.08
408,133,83,1,294.37
409,133,82,4,135.06
410,134,84,4,449.42
411,134,15,2,326.69
412,134,6,1,339.97
413,135,15,1,326.69
414,135,31,2,404.53
415,135,50,4,185.59
416,135,48,4,142.6
417,136,54,1,468.64
418,136,63,4,280.69
419,137,89,3,50.0
420,138,57,2,89.71
421,138,47,1,55.0
422,138,88,3,257.22
423,138,70,3,137.53
424,139,36,2,278.26
425,139,16,4,274.75
426,139,12,2,255.15
427,139,83,1,294.37
428,140,32,2,366.22
429,140,73,2,438.8
430,140,9,2,213.85
431,141,30,3,303.84
432,141,19,1,405.67
433,142,17,3,114.12
434,142,23,1,173.42
435,143,17,1,114.12
436,144,76,3,200.84
437,144,3,2,141.14
438,145,17,4,114.12
439,146,96,1,193.9
440,147,47,1,55.0
441,147,58,2,365.92
442,147,79,1,136.12
443,147,94,3,213.97
444,148,8,4,48.03
445,149,88,1,257.22
446,149,63,4,280.69
447,149,10,1,19.75
448,149,42,2,27.68
449,150,36,3,278.26
450,150,49,3,319.66
451,151,78,4,232.13
452,151,13,1,18.14
453,151,84,2,449.42
454,151,56,4,306.52
455,151,30,4,303.84
456,152,52,4,108.71
457,152,94,1,213.97
458,152,41,4,353.76
459,152,41,3,353.76
460,153,88,4,257.22
461,153,9,1,213.85
462,154,56,1,306.52
463,155,17,1,114.12
464,155,76,3,200.84
465,155,86,1,113.56
466,156,86,4,113.56
467,156,93,1,397.08
468,156,37,3,415.56
469,157,74,2,160.77
470,158,29,1,424.51
471,158,45,3,44.5
472,158,15,3,326.69
473,158,74,2,160.77
474,159,80,1,127.08
475,159,78,3,232.13
476,159,4,2,115.49
477,159,35,3,192.37
478,159,44,3,148.25
479,160,19,4,405.67
480,160,9,2,213.85
481,161,12,2,255.15
482,162,59,3,85.88
483,162,21,3,403.88
484,162,40,3,290.79
485,162,73,1,438.8
486,163,21,1,403.88
487,163,87,1,498.78
488,164,85,4,202.7
489,164,63,4,280.69
490,164,54,3,468.64
491,164,28,1,52.87
492,165,15,3,326.69
493,165,87,4,498.78
494,165,68,3,20.89
495,165,6,2,339.97
496,166,8,1,48.03
497,166,27,3,50.91
498,166,28,2,52.87
499,166,33,3,270.43
500,166,42,1,27.68
501,167,96,4,193.9
502,167,23,2,173.42
503,167,49,2,319.66
504,167,65,3,422.21
505,168,95,1,36.45
506,168,56,1,306.52
507,168,59,1,85.88
508,168,41,4,353.76
509,169,91,4,59.28
510,169,38,1,311.17
511,169,52,1,108.71
512,169,42,2,27.68
513,170,89,3,50.0
514,170,12,4,255.15
515,170,14,2,103.42
516,170,56,4,306.52
517,171,51,3,188.24
518,172,29,3,424.51
519,172,22,1,350.58
520,172,66,1,389.12
521,173,25,3,478.82
522,173,45,2,44.5
523,173,31,1,404.53
524,173,19,3,405.67
525,173,26,2,171.61
526,174,84,1,449.42
527,174,23,4,173.42
528,175,75,4,329.44
529,175,88,3,257.22
530,175,81,3,282.88
531,175,20,4,8.22
532,175,9,4,213.85
533,176,36,1,278.26
534,176,46,1,120.23
535,176,40,4,290.79
536,177,8,3,48.03
537,178,83,1,294.37
538,179,65,4,422.21
539,179,60,1,192.83
540,179,58,2,365.92
541,179,42,4,27.68
542,179,65,2,422.21
543,180,14,3,103.42
544,180,92,1,315.59
545,180,65,2,422.21
546,180,6,2,339.97
547,181,57,2,89.71
548,181,47,3,55.0
549,181,37,4,415.56
550,181,53,3,137.15
551,182,7,3,446.63
552,182,9,3,213.85
553,182,13,4,18.14
554,182,37,3,415.56
555,182,93,2,397.08
556,183,75,2,329.44
557,184,84,4,449.42
558,184,17,1,114.12
559,184,40,4,290.79
560,185,17,1,114.12
561,185,83,4,294.37
562,185,66,3,389.12
563,186,40,2,290.79
564,186,28,3,52.87
565,186,63,2,280.69
566,187,20,1,8.22
567,187,38,1,311.17
568,188,95,1,36.45
569,188,85,3,202.7
570,188,80,2,127.08
571,188,77,4,457.7
572,188,20,2,8.22
573,189,22,4,350.58
574,189,6,4,339.97
575,189,47,2,55.0
576,189,57,3,89.71
577,189,96,4,193.9
578,190,31,3,404.53
579,190,61,2,494.81
580,190,48,4,142.6
581,190,60,3,192.83
582,190,49,4,319.66
583,191,78,2,232.13
584,191,33,1,270.43
585,192,48,1,142.6
586,192,92,1,315.59
587,192,37,1,415.56
588,192,21,3,403.88
589,193,19,4,405.67
590,193,12,2,255.15
591,193,58,3,365.92
592,193,4,4,115.49
593,193,7,4,446.63
594,194,31,4,404.53
595,194,11,3,113.23
596,194,29,1,424.51
597,195,92,3,315.59
598,196,5,3,369.55
599,196,61,2,494.81
600,197,58,1,365.92
601,197,11,1,113.23
602,197,33,2,270.43
603,197,20,4,8.22
604,198,31,3,404.53
605,198,16,1,274.75
606,198,31,4,404.53
607,199,59,1,85.88
608,199,15,4,326.69
609,199,77,1,457.7
610,199,81,2,282.88
611,199,92,2,315.59
612,200,1,3,321.52
613,200,31,4,404.53
614,200,24,1,81.96
615,200,68,3,20.89
